UserID,ChargerID,ChargerCompany,Location,ChargerType,StartDay,StartTime,EndDay,EndTime,StartDatetime,EndDatetime,Duration,Demand
0,1,1,hotel,0,2022-08-20,19:53:09,2022-08-20,21:48:40,2022-08-20 19:53,2022-08-20 21:48,116,12.11
0,1,1,hotel,0,2022-08-20,9:17:17,2022-08-20,11:04:25,2022-08-20 9:17,2022-08-20 11:04,107,12.01
0,1,1,hotel,0,2022-08-18,10:18:18,2022-08-18,11:56:01,2022-08-18 10:18,2022-08-18 11:56,98,3.96
0,1,1,hotel,0,2022-08-17,20:58:38,2022-08-18,5:58:37,2022-08-17 20:58,2022-08-18 5:58,540,61.64
0,1,1,hotel,0,2022-08-16,19:29:10,2022-08-17,0:01:12,2022-08-16 19:29,2022-08-17 0:01,272,29.87
0,1,1,hotel,0,2022-08-16,17:13:13,2022-08-16,19:16:00,2022-08-16 17:13,2022-08-16 19:16,123,13.73
0,1,1,hotel,0,2022-07-29,20:20:43,2022-07-30,1:16:30,2022-07-29 20:20,2022-07-30 1:16,296,32.73
0,1,1,hotel,0,2022-07-25,18:32:33,2022-07-25,20:22:30,2022-07-25 18:32,2022-07-25 20:22,110,12.18
0,1,1,hotel,0,2022-07-22,17:32:47,2022-07-22,19:43:43,2022-07-22 17:32,2022-07-22 19:43,131,14.35
0,1,1,hotel,0,2022-07-21,14:07:01,2022-07-21,17:34:31,2022-07-21 14:07,2022-07-21 17:34,208,23.3
0,1,1,hotel,0,2022-07-18,18:09:15,2022-07-18,20:45:19,2022-07-18 18:09,2022-07-18 20:45,156,17.3
0,1,1,hotel,0,2022-07-07,21:30:00,2022-07-08,6:20:56,2022-07-07 21:30,2022-07-08 6:20,531,41.33
0,1,1,hotel,0,2022-07-07,11:34:40,2022-07-07,12:56:04,2022-07-07 11:34,2022-07-07 12:56,81,9.27
0,1,1,hotel,0,2022-07-04,20:35:01,2022-07-05,4:15:06,2022-07-04 20:35,2022-07-05 4:15,460,51.7
0,1,1,hotel,0,2022-07-01,21:01:54,2022-07-02,0:02:43,2022-07-01 21:01,2022-07-02 0:02,181,20.12
0,1,1,hotel,0,2022-06-03,17:43:55,2022-06-03,20:29:01,2022-06-03 17:43,2022-06-03 20:29,165,18.74
0,1,1,hotel,0,2022-06-08,20:52:30,2022-06-08,22:39:39,2022-06-08 20:52,2022-06-08 22:39,107,12.33
0,1,1,hotel,0,2022-06-09,14:40:16,2022-06-09,14:40:39,2022-06-09 14:40,2022-06-09 14:40,0,0.02
0,1,1,hotel,0,2022-06-09,14:42:56,2022-06-09,16:57:22,2022-06-09 14:42,2022-06-09 16:57,134,7.74
0,1,1,hotel,0,2022-06-10,9:53:49,2022-06-10,10:20:13,2022-06-10 9:53,2022-06-10 10:20,26,2.83
0,1,1,hotel,0,2022-06-10,10:34:45,2022-06-10,12:20:04,2022-06-10 10:34,2022-06-10 12:20,105,11.77
0,1,1,hotel,0,2022-06-12,17:47:39,2022-06-12,18:17:38,2022-06-12 17:47,2022-06-12 18:17,30,3.24
0,1,1,hotel,0,2022-06-14,20:51:15,2022-06-15,0:16:50,2022-06-14 20:51,2022-06-15 0:16,206,23.39
0,1,1,hotel,0,2022-06-21,13:48:06,2022-06-21,14:08:47,2022-06-21 13:48,2022-06-21 14:08,21,2.31
0,1,1,hotel,0,2022-05-01,20:42:25,2022-05-01,22:48:57,2022-05-01 20:42,2022-05-01 22:48,127,14.08
0,1,1,hotel,0,2022-05-03,20:30:40,2022-05-04,1:20:33,2022-05-03 20:30,2022-05-04 1:20,290,30.61
0,1,1,hotel,0,2022-05-20,11:10:02,2022-05-20,12:46:04,2022-05-20 11:10,2022-05-20 12:46,96,3.67
0,1,1,hotel,0,2022-05-25,17:40:07,2022-05-25,18:53:59,2022-05-25 17:40,2022-05-25 18:53,74,8.44
0,1,1,hotel,0,2022-05-29,11:07:43,2022-05-29,12:13:07,2022-05-29 11:07,2022-05-29 12:13,65,7.45
0,1,1,hotel,0,2022-05-30,18:01:20,2022-05-30,21:02:41,2022-05-30 18:01,2022-05-30 21:02,181,20.56
0,1,1,hotel,0,2022-04-01,12:15:48,2022-04-01,12:45:55,2022-04-01 12:15,2022-04-01 12:45,30,3.34
0,1,1,hotel,0,2022-04-06,10:21:21,2022-04-06,12:34:25,2022-04-06 10:21,2022-04-06 12:34,133,15.3
0,1,1,hotel,0,2022-04-08,22:13:28,2022-04-08,22:14:20,2022-04-08 22:13,2022-04-08 22:14,1,0.09
0,1,1,hotel,0,2022-04-25,18:43:51,2022-04-25,18:49:35,2022-04-25 18:43,2022-04-25 18:49,6,0.63
0,1,1,hotel,0,2022-04-25,18:54:29,2022-04-25,19:39:58,2022-04-25 18:54,2022-04-25 19:39,45,7.81
0,1,1,hotel,0,2022-04-29,22:32:48,2022-04-29,23:50:27,2022-04-29 22:32,2022-04-29 23:50,78,17.44
0,1,1,hotel,0,2022-03-27,18:43:46,2022-03-27,21:04:10,2022-03-27 18:43,2022-03-27 21:04,140,15.19
0,1,1,hotel,0,2022-03-29,19:25:54,2022-03-29,22:05:34,2022-03-29 19:25,2022-03-29 22:05,160,17.4
14,1,1,hotel,0,2022-08-16,11:59:23,2022-08-16,14:20:45,2022-08-16 11:59,2022-08-16 14:20,141,15.86
0,1,1,hotel,0,2022-02-27,19:15:10,2022-02-28,3:22:17,2022-02-27 19:15,2022-02-28 3:22,487,52.58
0,1,1,hotel,0,2022-09-18,10:45:26,2022-09-18,10:57:30,2022-09-18 10:45,2022-09-18 10:57,12,1.28
0,1,1,hotel,0,2022-06-17,12:19:43,2022-06-17,15:32:59,2022-06-17 12:19,2022-06-17 15:32,193,21.62
0,1,1,hotel,0,2022-03-01,6:52:51,2022-03-01,7:42:59,2022-03-01 6:52,2022-03-01 7:42,50,5.7
0,1,1,hotel,0,2022-09-14,16:21:57,2022-09-14,18:05:23,2022-09-14 16:21,2022-09-14 18:05,103,11.24
0,1,1,hotel,0,2022-02-09,17:29:05,2022-02-09,22:44:06,2022-02-09 17:29,2022-02-09 22:44,315,28.56
0,1,1,hotel,0,2022-03-13,16:24:47,2022-03-13,18:29:48,2022-03-13 16:24,2022-03-13 18:29,125,13.66
0,1,1,hotel,0,2022-09-14,10:54:04,2022-09-14,14:36:23,2022-09-14 10:54,2022-09-14 14:36,222,24.73
0,1,1,hotel,0,2022-07-28,19:16:18,2022-07-28,20:40:49,2022-07-28 19:16,2022-07-28 20:40,85,9.25
156,1,1,hotel,0,2022-08-07,9:16:19,2022-08-07,11:11:01,2022-08-07 9:16,2022-08-07 11:11,115,6.25
0,1,1,hotel,0,2022-09-13,22:26:56,2022-09-14,4:08:58,2022-09-13 22:26,2022-09-14 4:08,342,38.65
0,1,1,hotel,0,2022-09-13,18:31:11,2022-09-13,21:22:01,2022-09-13 18:31,2022-09-13 21:22,171,12.36
0,1,1,hotel,0,2022-08-01,11:18:03,2022-08-01,12:43:51,2022-08-01 11:18,2022-08-01 12:43,86,9.48
0,1,1,hotel,0,2022-08-01,11:14:23,2022-08-01,11:14:42,2022-08-01 11:14,2022-08-01 11:14,0,0.02
246,1,1,hotel,0,2022-09-07,16:24:07,2022-09-07,18:08:53,2022-09-07 16:24,2022-09-07 18:08,105,11.15
0,1,1,hotel,0,2022-09-11,20:37:33,2022-09-11,23:10:21,2022-09-11 20:37,2022-09-11 23:10,153,16.45
0,1,1,hotel,0,2021-12-19,17:31:34,2021-12-19,22:02:09,2021-12-19 17:31,2021-12-19 22:02,271,29.05
0,1,1,hotel,0,2022-09-12,13:32:55,2022-09-12,13:53:13,2022-09-12 13:32,2022-09-12 13:53,20,2.26
0,1,1,hotel,0,2022-02-12,17:44:33,2022-02-13,2:44:33,2022-02-12 17:44,2022-02-13 2:44,540,15.47
0,1,1,hotel,0,2022-09-11,17:32:21,2022-09-11,20:05:25,2022-09-11 17:32,2022-09-11 20:05,153,16.86
0,1,1,hotel,0,2022-07-08,12:25:43,2022-07-08,14:22:01,2022-07-08 12:25,2022-07-08 14:22,116,6.17
0,1,1,hotel,0,2022-07-12,11:27:15,2022-07-12,11:27:51,2022-07-12 11:27,2022-07-12 11:27,1,0.05
0,1,1,hotel,0,2022-07-12,11:29:23,2022-07-12,12:04:37,2022-07-12 11:29,2022-07-12 12:04,35,4
0,1,1,hotel,0,2022-09-11,9:21:51,2022-09-11,12:03:01,2022-09-11 9:21,2022-09-11 12:03,161,10.99
0,1,1,hotel,0,2022-09-10,21:53:53,2022-09-10,23:44:54,2022-09-10 21:53,2022-09-10 23:44,111,12.21
0,1,1,hotel,0,2022-07-30,22:03:49,2022-07-30,22:23:06,2022-07-30 22:03,2022-07-30 22:23,19,2.19
0,1,1,hotel,0,2021-12-16,16:34:48,2021-12-16,23:40:38,2021-12-16 16:34,2021-12-16 23:40,426,47.05
330,1,1,hotel,0,2022-03-20,13:26:23,2022-03-20,14:02:21,2022-03-20 13:26,2022-03-20 14:02,36,4.1
0,1,1,hotel,0,2022-08-01,17:41:38,2022-08-01,19:17:01,2022-08-01 17:41,2022-08-01 19:17,95,3.79
0,1,1,hotel,0,2022-06-28,21:40:24,2022-06-28,23:29:46,2022-06-28 21:40,2022-06-28 23:29,109,12.22
0,1,1,hotel,0,2022-06-29,20:40:15,2022-06-30,0:58:57,2022-06-29 20:40,2022-06-30 0:58,259,29.44
0,1,1,hotel,0,2022-06-30,18:30:31,2022-06-30,20:44:21,2022-06-30 18:30,2022-06-30 20:44,134,14.47
0,1,1,hotel,0,2022-09-10,17:41:57,2022-09-10,18:45:05,2022-09-10 17:41,2022-09-10 18:45,63,6.95
0,1,1,hotel,0,2022-08-04,20:52:13,2022-08-05,3:16:50,2022-08-04 20:52,2022-08-05 3:16,385,43.5
0,1,1,hotel,0,2022-08-04,19:15:50,2022-08-04,20:14:17,2022-08-04 19:15,2022-08-04 20:14,58,6.17
0,1,1,hotel,0,2022-09-08,11:09:00,2022-09-08,13:58:27,2022-09-08 11:09,2022-09-08 13:58,169,17.57
0,1,1,hotel,0,2022-09-07,19:07:47,2022-09-08,1:29:53,2022-09-07 19:07,2022-09-08 1:29,382,41.83
0,1,1,hotel,0,2022-05-13,15:59:01,2022-05-13,16:30:58,2022-05-13 15:59,2022-05-13 16:30,32,3.62
479,1,1,hotel,0,2022-05-28,11:38:04,2022-05-28,11:58:29,2022-05-28 11:38,2022-05-28 11:58,20,2.27
0,1,1,hotel,0,2022-05-29,12:20:48,2022-05-29,13:13:10,2022-05-29 12:20,2022-05-29 13:13,52,6.03
511,1,1,hotel,0,2022-07-31,12:04:05,2022-07-31,13:56:00,2022-07-31 12:04,2022-07-31 13:56,112,12.78
0,1,1,hotel,0,2022-05-10,18:22:40,2022-05-10,22:35:28,2022-05-10 18:22,2022-05-10 22:35,253,28.23
0,1,1,hotel,0,2022-02-07,7:58:50,2022-02-07,10:30:58,2022-02-07 7:58,2022-02-07 10:30,152,17.43
0,1,1,hotel,0,2022-02-12,9:27:35,2022-02-12,16:09:07,2022-02-12 9:27,2022-02-12 16:09,402,45.57
0,1,1,hotel,0,2022-02-23,12:39:44,2022-02-23,16:40:41,2022-02-23 12:39,2022-02-23 16:40,241,25.68
565,1,1,hotel,0,2022-08-23,11:37:00,2022-08-23,13:08:02,2022-08-23 11:37,2022-08-23 13:08,91,3.19
0,1,1,hotel,0,2022-09-28,9:39:18,2022-09-28,11:41:00,2022-09-28 9:39,2022-09-28 11:41,122,13.32
0,1,1,hotel,0,2022-06-19,19:09:27,2022-06-20,1:37:47,2022-06-19 19:09,2022-06-20 1:37,388,42.9
0,1,1,hotel,0,2022-07-10,16:42:53,2022-07-10,22:45:38,2022-07-10 16:42,2022-07-10 22:45,363,39.86
0,1,1,hotel,0,2022-06-06,19:20:30,2022-06-07,1:49:40,2022-06-06 19:20,2022-06-07 1:49,389,44.58
0,1,1,hotel,0,2022-03-20,15:51:10,2022-03-20,22:42:52,2022-03-20 15:51,2022-03-20 22:42,412,43.43
0,1,1,hotel,0,2022-03-21,17:56:36,2022-03-21,20:54:04,2022-03-21 17:56,2022-03-21 20:54,177,17.74
0,1,1,hotel,0,2022-09-25,10:11:35,2022-09-25,11:46:53,2022-09-25 10:11,2022-09-25 11:46,95,5.99
0,1,1,hotel,0,2022-04-25,18:06:40,2022-04-25,18:28:19,2022-04-25 18:06,2022-04-25 18:28,22,2.25
0,1,1,hotel,0,2022-09-23,18:40:14,2022-09-23,19:33:15,2022-09-23 18:40,2022-09-23 19:33,53,6.04
0,1,1,hotel,0,2022-04-23,22:46:44,2022-04-24,2:15:57,2022-04-23 22:46,2022-04-24 2:15,209,22.57
0,1,1,hotel,0,2022-07-04,17:46:13,2022-07-04,19:30:10,2022-07-04 17:46,2022-07-04 19:30,104,12.03
0,1,1,hotel,0,2022-09-21,17:53:17,2022-09-21,18:38:51,2022-09-21 17:53,2022-09-21 18:38,46,2.74
0,1,1,hotel,0,2022-09-21,18:54:39,2022-09-21,20:58:39,2022-09-21 18:54,2022-09-21 20:58,124,13.42
0,1,1,hotel,0,2022-07-07,18:33:08,2022-07-07,19:20:47,2022-07-07 18:33,2022-07-07 19:20,48,5.4
0,1,1,hotel,0,2022-02-25,21:20:48,2022-02-25,23:35:42,2022-02-25 21:20,2022-02-25 23:35,135,13.31
0,1,1,hotel,0,2022-09-18,16:50:08,2022-09-18,17:25:41,2022-09-18 16:50,2022-09-18 17:25,36,3.66
0,1,1,hotel,0,2022-02-23,18:07:35,2022-02-23,18:10:55,2022-02-23 18:07,2022-02-23 18:10,3,0.42
675,1,1,hotel,0,2022-09-17,18:53:50,2022-09-18,1:55:29,2022-09-17 18:53,2022-09-18 1:55,422,45.12
0,1,1,hotel,0,2022-09-16,15:02:00,2022-09-16,15:07:44,2022-09-16 15:02,2022-09-16 15:07,6,0.3
0,1,1,hotel,0,2022-08-21,22:28:48,2022-08-22,7:03:47,2022-08-21 22:28,2022-08-22 7:03,515,58.54
0,1,1,hotel,0,2022-07-31,17:45:38,2022-08-01,1:07:36,2022-07-31 17:45,2022-08-01 1:07,442,49.57
0,1,1,hotel,0,2022-08-15,15:23:48,2022-08-15,18:03:26,2022-08-15 15:23,2022-08-15 18:03,160,18.05
0,1,1,hotel,0,2022-04-15,11:30:16,2022-04-15,13:25:53,2022-04-15 11:30,2022-04-15 13:25,116,13.34
0,1,1,hotel,0,2022-07-16,12:02:20,2022-07-16,13:15:01,2022-07-16 12:02,2022-07-16 13:15,73,1.18
0,1,1,hotel,0,2022-03-18,21:12:40,2022-03-19,3:02:21,2022-03-18 21:12,2022-03-19 3:02,350,39.56
0,1,1,hotel,0,2022-02-14,20:49:16,2022-02-14,23:39:44,2022-02-14 20:49,2022-02-14 23:39,170,19.11
0,1,1,hotel,0,2022-04-19,17:40:29,2022-04-19,17:54:46,2022-04-19 17:40,2022-04-19 17:54,14,1.21
0,1,1,hotel,0,2022-04-20,9:18:49,2022-04-20,18:18:49,2022-04-20 9:18,2022-04-20 18:18,540,6.31
0,1,1,hotel,0,2022-08-13,19:21:33,2022-08-13,19:34:03,2022-08-13 19:21,2022-08-13 19:34,13,1.34
0,1,1,hotel,0,2022-08-13,16:58:15,2022-08-13,18:11:26,2022-08-13 16:58,2022-08-13 18:11,73,8.23
0,1,1,hotel,0,2022-08-13,12:19:18,2022-08-13,14:31:01,2022-08-13 12:19,2022-08-13 14:31,132,7.83
0,1,1,hotel,0,2022-08-12,20:26:14,2022-08-13,1:08:01,2022-08-12 20:26,2022-08-13 1:08,282,31.75
811,1,1,hotel,0,2022-08-11,9:06:43,2022-08-11,12:37:01,2022-08-11 9:06,2022-08-11 12:37,210,16.83
0,1,1,hotel,0,2022-04-06,20:02:20,2022-04-06,21:00:30,2022-04-06 20:02,2022-04-06 21:00,58,40.52
0,1,1,hotel,0,2022-07-25,12:18:51,2022-07-25,13:55:01,2022-07-25 12:18,2022-07-25 13:55,96,4.03
0,1,1,hotel,0,2022-08-10,13:02:31,2022-08-10,13:22:55,2022-08-10 13:02,2022-08-10 13:22,20,2.35
